,Tribunal,government,Décheterie,public,Departement,Mairie,beauty,arts_centre,cinema,music_school,community_centre,library,museum,theatre,alcohol,bakery,bank,butcher,car,cheese,chocolate,deli,florist,greengrocer,hairdresser,laundry,marketplace,optician,pastry,pharmacy,seafood,supermarket,tobacco,College,Crèche,Lycée,Maternelle,Primaire,University,bar,cafe,casino,commercial,fast_food,food_court,nightclub,pub,restaurant,zoo,dentist,doctors,hospital,laboratory,attraction,hotel,office,park,playground,Pompier,police,post_office,platform,station,church,mosque,cathedral,antiques,books,clothes,convenience,cosmetics,electronics,fashion_accessories,furniture,garden_centre,interior_decoration,jewelry,mall,music,musical_instrument,perfumery,retail,shoes,tea,travel_agency,vacant,vacuum_cleaner,watches,wine,bicycle_parking,bicycle_rental,fitness_centre,sports,sports_centre,sports_hall,swimming_pool,Prix m2,lat,lon
64,1,0,0,1,0,3,3,3,2,2,4,2,4,4,2,14,0,6,1,1,0,2,3,0,27,1,0,4,3,9,0,12,1,1,4,2,2,4,14,55,27,0,0,46,1,4,4,86,0,16,13,2,5,11,5,0,9,20,2,2,4,56,5,2,1,0,0,7,4,2,0,1,0,1,1,0,1,0,1,2,0,3,2,0,4,1,0,0,0,310,23,4,1,6,0,0,3400.33,50.623526,3.066348
65,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,6,0,0,1,0,0,0,0,0,3,2,0,0,0,5,0,2,0,2,2,2,3,3,0,1,8,0,0,10,0,0,0,1,0,0,5,0,1,0,2,0,2,7,0,0,1,30,3,3,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,76,8,1,0,1,0,1,2953.06,50.622153,3.092805
66,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,3,1,1,0,0,1,0,1,0,6,0,0,3,0,4,0,2,0,4,1,4,1,2,1,4,2,0,0,6,0,0,0,17,0,1,4,0,1,0,2,0,4,12,0,0,1,21,2,1,0,0,0,0,8,0,3,0,0,0,0,0,4,1,0,0,0,3,0,0,2,0,1,0,0,16,0,0,0,4,0,2,3630.2,50.646206,2.987639
67,1,2,0,0,1,0,25,1,3,1,2,2,5,5,11,33,0,4,0,3,12,18,10,1,68,0,1,30,8,17,2,24,1,2,3,5,2,2,25,170,84,0,1,131,2,7,12,314,1,39,7,0,5,215,40,8,7,6,0,0,7,54,5,6,0,1,4,24,203,1,11,0,3,0,0,19,36,1,4,8,8,16,45,5,19,1,0,5,3,341,35,9,10,2,0,2,5613.8,50.637595,3.059002
68,0,1,0,1,0,0,0,4,0,0,2,4,1,2,0,8,0,6,1,0,0,0,1,0,12,2,2,0,0,9,0,4,0,3,2,3,1,3,1,11,12,0,0,12,0,0,3,18,0,0,1,0,0,0,1,2,5,5,1,1,1,24,4,5,2,0,1,0,4,0,0,0,0,0,0,1,1,0,0,1,1,6,0,0,0,0,0,0,0,160,8,1,0,0,0,2,3041.86,50.636365,3.096095
69,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,3,0,0,2,0,3,4,2,2,6,0,0,6,0,0,0,14,0,0,0,0,0,0,0,3,8,9,0,0,1,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81,5,0,0,4,0,0,3215.11,50.628425,3.012616
70,0,1,0,1,2,1,4,3,0,0,2,3,2,2,0,10,0,2,1,0,1,0,0,0,7,0,2,1,2,7,0,5,0,2,3,1,0,2,5,19,13,1,0,27,0,0,3,48,0,3,2,2,1,6,26,7,6,7,1,1,2,39,7,3,1,0,0,2,10,0,2,0,1,0,0,0,2,1,0,1,0,8,3,1,2,0,0,0,0,189,14,1,2,0,0,1,3390.76,50.639212,3.082164
71,0,0,0,0,0,0,0,3,0,0,4,1,1,3,0,11,0,3,1,0,0,0,1,0,11,3,0,0,0,7,0,1,0,3,1,2,3,4,0,2,14,0,0,14,0,0,1,12,0,1,5,0,1,0,0,0,6,9,0,0,1,31,3,4,1,0,1,0,3,3,0,0,0,0,0,2,1,0,0,0,1,9,0,0,0,0,0,0,0,111,7,1,0,0,0,1,1814.2,50.624664,3.097121
72,0,0,0,0,0,0,2,1,0,0,2,1,1,1,1,4,0,1,0,0,0,0,0,0,7,0,0,2,0,4,0,3,0,2,2,0,1,1,10,6,7,0,0,13,0,0,0,28,0,2,4,1,1,0,0,4,11,6,0,0,1,24,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,130,9,1,0,2,0,1,2759.65,50.631212,3.027425
73,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,2,1,1,7,0,0,1,0,4,0,2,1,0,1,4,1,2,1,2,2,0,0,4,0,0,0,8,0,2,3,0,0,0,1,1,1,10,1,1,1,12,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,25,2,0,0,1,0,2,4230.63,50.646832,3.005216
74,1,1,0,0,1,0,8,1,0,1,1,1,4,0,6,12,0,4,0,3,6,12,6,0,16,0,1,10,4,6,2,3,0,0,1,2,1,2,3,68,23,0,0,23,0,1,3,122,0,15,2,0,1,81,8,6,8,8,0,0,2,23,0,2,0,1,3,4,121,0,5,0,2,0,0,12,20,0,0,7,3,5,19,2,4,0,0,2,3,101,14,0,1,3,0,2,6959.56,50.646587,3.058892
75,0,0,0,0,0,1,1,1,0,0,7,2,0,2,0,5,0,2,0,0,0,0,1,0,4,1,0,1,0,3,0,2,0,3,0,0,3,3,0,6,5,0,0,6,0,0,2,6,0,1,3,0,1,0,0,0,6,8,0,0,1,20,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,87,5,1,0,4,0,0,3968.18,50.626754,3.113178
76,1,1,0,1,1,4,29,2,4,1,3,2,6,7,11,37,0,4,0,4,13,18,12,1,72,0,0,34,8,22,1,28,1,2,6,3,2,3,30,161,92,0,1,139,3,7,12,287,0,33,14,0,7,183,41,4,4,6,1,3,6,59,6,6,0,1,3,27,209,1,13,0,4,0,0,19,38,2,5,6,8,17,48,5,21,2,0,5,3,398,36,10,11,3,0,0,3507.2,50.632507,3.064702
77,0,0,0,1,0,0,9,1,0,2,4,2,2,5,7,21,0,12,3,3,1,7,6,4,33,2,2,8,5,18,3,21,3,5,0,4,1,6,22,104,37,0,1,73,0,4,8,109,0,15,3,3,5,8,4,6,4,21,1,1,7,43,5,6,1,0,1,8,19,0,1,0,0,0,1,1,4,0,4,4,0,10,3,2,5,0,0,1,0,283,25,8,4,6,0,1,3519.5,50.627445,3.045396
78,1,0,0,2,0,0,9,2,1,3,5,2,4,5,7,19,0,15,1,4,1,8,5,3,38,1,2,8,7,15,3,16,4,1,3,4,2,4,7,85,46,0,0,73,1,4,9,118,0,17,9,2,5,12,3,3,6,13,2,1,5,51,6,4,1,0,1,7,21,2,1,1,0,1,1,1,5,0,4,2,0,6,3,2,6,1,0,1,0,313,25,9,3,9,0,0,2583.5,50.623221,3.057546
79,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,8,0,2,1,0,0,0,1,0,7,3,0,0,0,6,0,1,0,2,1,2,3,2,0,1,11,0,0,12,0,0,0,7,0,1,5,0,1,0,1,0,3,9,0,0,1,30,3,3,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,82,7,1,0,0,0,1,2440.08,50.622967,3.096584
80,1,1,0,1,1,3,19,3,4,4,5,3,5,8,5,23,0,8,1,1,1,7,7,1,64,1,0,18,5,18,0,23,1,2,6,3,2,5,27,129,64,0,1,116,3,7,9,182,0,24,14,1,8,61,16,2,6,14,2,2,6,51,6,6,0,0,1,18,68,3,6,1,0,1,1,4,8,0,7,3,3,6,20,1,13,2,0,2,1,379,34,13,6,5,0,0,4479.83,50.627484,3.063779
81,0,1,0,0,1,0,4,2,0,0,2,0,2,1,0,3,0,1,1,0,1,0,0,0,5,0,1,1,0,4,0,2,0,2,1,1,0,2,5,5,7,1,0,14,0,0,1,20,0,0,2,2,2,1,9,6,6,8,1,1,1,27,5,3,1,0,0,1,8,0,2,0,1,0,0,0,1,1,0,1,0,2,3,0,1,0,0,0,0,152,10,1,2,0,0,0,4189.53,50.641609,3.083175
82,0,1,0,1,0,0,26,0,3,2,2,4,1,7,15,35,0,13,0,6,10,23,13,4,71,0,2,31,7,21,4,26,2,2,4,5,3,6,35,163,91,0,1,138,2,6,10,247,1,35,12,0,6,163,20,5,6,11,1,1,7,41,3,7,0,1,3,23,179,1,12,0,3,0,1,17,34,0,7,4,8,10,42,4,16,0,0,6,3,368,37,11,12,5,0,1,4387.61,50.633427,3.054567
83,0,1,0,1,0,1,0,6,1,1,4,4,2,3,0,13,0,4,1,0,0,0,2,0,12,2,2,0,0,11,0,3,0,2,5,2,2,5,0,7,13,0,0,19,0,1,2,26,0,0,8,0,2,0,5,4,2,2,1,2,1,38,5,2,1,0,1,0,3,2,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,164,14,1,0,1,0,2,2147.49,50.627955,3.086702
84,1,0,0,1,0,3,4,3,2,3,3,2,4,4,2,15,0,5,0,1,0,1,2,0,24,1,0,4,2,10,0,10,0,1,8,2,2,5,14,43,26,0,0,43,1,3,4,75,0,16,16,1,4,10,7,0,6,15,1,2,3,55,5,3,1,0,0,8,2,2,0,1,0,1,0,0,1,0,0,1,0,3,1,0,3,2,0,0,0,309,23,1,1,6,0,0,2426.93,50.6246,3.070406
85,1,1,0,0,2,0,18,1,1,1,1,1,5,1,7,24,0,5,0,3,13,17,6,1,33,0,1,25,7,13,2,12,0,2,3,2,2,1,14,97,56,0,0,74,1,2,5,210,0,21,2,0,1,190,37,11,5,6,0,1,5,35,5,3,0,1,3,12,182,0,11,0,4,0,0,17,33,2,1,7,7,13,41,4,16,0,0,5,4,206,23,1,6,1,0,2,3922.52,50.643243,3.067741
86,0,0,0,1,0,0,2,2,0,1,3,3,2,2,4,16,0,11,2,3,1,4,3,4,9,2,2,4,3,11,3,9,1,4,4,2,1,5,21,27,18,0,0,30,0,0,1,38,0,12,3,2,1,4,1,2,7,26,0,1,6,45,4,4,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,2,0,9,1,1,1,0,0,1,0,182,18,2,2,4,0,1,6027.25,50.627175,3.035919
87,0,0,0,0,0,0,0,3,0,0,3,1,0,1,0,11,0,3,1,0,0,0,2,0,14,3,0,1,0,7,0,2,0,3,1,2,3,4,0,3,13,0,0,13,0,0,1,9,0,1,5,0,1,0,0,0,5,9,0,0,1,29,3,3,1,0,1,0,2,3,0,0,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,0,0,110,7,1,0,0,0,1,3187.69,50.624263,3.099211
88,1,2,0,0,0,0,20,1,2,1,1,1,2,5,9,23,0,2,0,3,11,18,10,0,54,0,1,24,5,14,2,17,1,1,1,4,2,3,29,143,73,0,1,109,1,7,10,229,1,27,2,0,4,174,16,6,9,10,0,1,5,40,2,4,0,1,4,13,193,1,10,0,3,0,0,18,36,0,4,9,8,10,42,4,14,0,0,4,2,276,33,7,9,2,0,2,5745.89,50.6379,3.052863
89,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,2,0,1,1,0,0,0,0,0,7,0,1,0,0,3,0,1,0,1,1,1,0,3,1,3,5,0,0,8,0,0,1,13,0,0,2,2,2,0,3,4,9,7,1,0,1,22,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,134,9,0,0,0,0,0,4964.45,50.643268,3.087876
90,0,0,0,0,0,0,4,1,0,0,2,0,0,1,2,6,0,4,0,0,0,2,1,2,14,0,0,4,0,7,1,4,0,0,1,0,3,6,2,4,8,0,0,16,0,0,0,28,0,1,2,0,0,0,0,3,9,17,0,1,1,29,2,3,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,119,7,1,0,4,0,1,3005.29,50.635633,3.013695
91,1,0,0,1,0,0,11,2,0,4,4,2,2,4,7,23,0,14,2,4,1,7,6,4,37,2,2,10,5,16,3,21,4,3,2,4,2,5,18,95,42,0,1,79,0,5,9,120,0,19,3,3,4,9,4,5,4,21,1,2,7,55,5,5,1,0,1,7,20,2,2,0,0,1,1,2,7,1,4,4,0,11,4,2,6,1,0,1,0,277,27,9,5,8,0,0,3420.9,50.624273,3.050396
92,0,1,0,1,0,0,0,4,0,0,2,4,1,1,0,7,0,6,1,0,0,0,1,0,14,0,2,0,0,8,0,4,0,2,1,2,0,3,1,10,8,0,0,13,0,0,3,24,0,0,2,0,1,0,1,2,6,6,1,1,1,24,3,5,1,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,148,8,1,0,0,0,1,5127.5,50.63966,3.092913
93,1,2,0,0,1,0,18,1,3,1,2,1,4,1,9,24,0,5,0,3,12,17,8,1,44,0,1,27,5,14,2,14,0,1,2,3,2,2,24,141,66,0,1,102,2,6,7,239,1,33,2,0,4,209,28,9,8,9,0,0,5,42,1,5,0,1,3,15,191,1,10,0,3,0,0,19,33,1,3,8,8,12,43,3,14,0,0,5,4,245,30,4,7,3,0,2,4239.35,50.640423,3.05707
94,0,0,0,1,0,0,9,1,0,2,3,3,2,4,5,16,0,11,1,3,1,5,5,3,18,1,2,8,4,12,3,13,2,5,0,2,1,4,22,82,29,0,1,62,0,4,6,80,1,19,5,1,5,8,3,4,6,11,0,1,4,39,4,5,0,0,1,5,15,0,1,0,0,0,0,1,3,0,3,3,0,7,1,2,1,0,0,1,0,218,25,4,4,3,0,0,4030.95,50.632131,3.042666
95,1,1,0,2,0,1,27,0,4,2,3,4,2,7,16,42,0,15,0,7,12,23,12,4,76,0,2,35,8,23,4,30,2,4,4,5,2,3,39,176,98,0,1,150,3,7,12,273,0,38,14,0,7,177,36,5,4,8,2,1,9,47,4,6,0,1,3,27,186,1,12,0,3,0,1,18,35,0,7,6,8,15,43,5,21,2,0,6,2,415,40,13,11,5,0,0,5554.05,50.631985,3.058201
96,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,3,0,2,3,7,0,4,0,0,5,0,0,0,6,0,1,0,8,1,0,1,3,2,14,0,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,51,5,0,0,4,0,1,2479.08,50.617492,3.027367
97,0,0,0,0,0,0,3,0,0,0,2,0,0,1,1,5,0,3,1,0,0,2,1,1,17,0,0,4,0,6,1,3,1,0,0,0,1,3,0,5,4,0,0,14,0,0,0,18,0,2,3,0,0,0,1,1,1,9,0,1,1,14,3,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,2,0,2,0,0,0,0,53,4,1,0,0,0,1,3107.66,50.641631,3.013418
98,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,10,0,3,1,0,0,0,2,0,9,2,0,1,0,7,0,2,0,3,1,2,2,3,0,1,13,0,0,13,0,0,0,6,0,1,5,0,1,0,0,0,3,9,0,0,1,28,3,3,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,95,6,1,0,0,0,1,2446.47,50.623068,3.099272
99,0,0,1,0,0,0,2,1,0,0,2,1,0,0,0,6,0,2,2,0,0,0,3,1,5,2,0,1,0,6,0,5,0,3,2,1,2,5,8,3,10,0,0,10,0,0,1,19,0,3,1,3,0,2,1,3,4,25,0,0,3,31,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,106,10,2,0,5,0,1,3224.85,50.621474,3.034498
100,0,0,0,0,0,1,0,4,0,0,7,1,0,1,0,12,0,6,1,0,0,0,2,0,14,2,0,1,0,9,0,5,0,3,2,2,4,5,0,8,14,0,0,10,0,0,3,16,0,1,3,0,1,0,0,0,8,9,0,1,1,23,4,5,1,0,1,1,4,2,0,0,0,0,0,1,1,0,0,0,1,9,0,0,0,0,0,0,0,153,7,1,0,1,0,1,2936.96,50.628281,3.102713
101,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,7,0,1,1,0,0,0,0,0,7,2,0,1,0,6,0,2,0,0,0,1,2,2,0,1,12,0,0,12,0,0,0,4,0,1,5,0,1,0,0,0,3,9,0,0,1,28,3,3,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,79,6,1,0,0,0,0,2963.28,50.621755,3.09969
102,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,8,0,1,1,0,0,0,1,0,8,2,0,1,0,7,0,2,0,3,1,1,2,3,0,1,12,0,0,12,0,0,0,5,0,1,5,0,1,0,0,0,3,9,0,0,1,28,3,3,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,87,6,1,0,0,0,0,3786.93,50.622516,3.099382
103,0,0,0,1,0,0,9,1,0,2,4,2,2,4,5,19,0,11,3,3,1,6,5,3,26,2,2,8,5,14,3,18,2,5,0,3,1,5,21,99,37,0,1,66,0,4,7,97,0,18,3,2,5,8,3,5,5,21,1,1,6,41,5,5,0,0,1,6,18,0,1,0,0,0,1,1,3,0,4,4,0,10,3,2,4,0,0,1,0,249,25,8,4,6,0,1,4347.83,50.628504,3.043822
104,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,6,0,0,1,0,0,0,0,0,4,3,0,0,0,4,0,1,0,2,1,1,2,2,0,1,9,0,0,9,0,0,0,3,0,0,3,0,0,0,1,0,2,7,0,0,1,30,2,3,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,65,7,1,0,0,0,1,1788.4,50.621932,3.095097
105,0,0,0,1,0,0,0,5,0,0,6,4,1,3,0,14,0,7,1,0,0,0,1,0,14,2,1,1,0,11,0,5,0,3,2,2,3,5,0,13,17,0,0,12,0,0,3,18,0,1,6,0,1,0,0,1,7,7,1,1,1,29,3,6,1,0,1,1,4,3,0,0,0,0,0,1,1,0,0,0,1,10,0,0,0,0,0,0,0,175,9,1,0,1,0,2,4314.23,50.630289,3.099745
106,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,2,1,1,7,0,0,1,0,4,0,2,1,0,1,4,1,2,1,2,2,0,0,4,0,0,0,8,0,2,3,0,0,0,1,1,1,9,1,1,1,12,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,25,2,0,0,1,0,2,3167.44,50.646847,3.005159
107,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,4,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,4,0,0,6,0,0,0,1,0,0,2,0,0,0,0,0,2,7,0,0,1,20,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,3040.79,50.619112,3.101833
108,0,0,0,0,0,1,0,1,0,0,7,2,0,1,0,4,0,2,0,0,0,0,1,0,4,1,0,1,0,2,0,2,0,3,0,0,3,3,0,4,4,0,0,5,0,0,2,5,0,1,2,0,1,0,0,0,4,9,0,0,1,18,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,72,4,1,0,4,0,0,3192.3,50.624737,3.114779
109,1,2,0,0,1,0,22,1,3,1,1,1,5,2,9,29,0,5,0,3,12,17,9,1,48,0,1,29,7,15,2,15,0,1,2,4,2,2,24,131,73,0,0,103,2,4,6,250,0,32,2,0,2,208,36,8,8,10,0,0,6,47,3,4,0,1,3,18,196,1,12,0,3,0,0,19,33,1,3,8,8,14,43,4,17,0,0,5,4,253,32,6,8,3,0,2,5867.14,50.640716,3.060248
110,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,2,2,1,0,0,0,5,2,0,0,1,11,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,4,0,0,0,0,1,5514.53,50.650329,3.093043
111,0,0,0,0,0,0,4,1,0,0,2,0,0,1,2,6,0,4,1,0,0,2,1,2,15,0,0,4,0,7,1,4,0,0,0,0,2,6,2,4,7,0,0,17,0,0,0,24,0,1,2,0,0,0,0,3,5,13,0,1,1,21,2,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,5,2,0,2,0,0,0,0,112,8,1,0,4,0,1,1779.15,50.637865,3.014321
112,1,0,0,1,0,0,7,2,0,3,5,1,3,2,5,19,0,15,2,4,1,6,3,5,24,1,2,8,6,14,4,13,3,1,1,4,3,6,4,50,39,0,0,54,0,1,2,61,0,8,2,3,3,5,1,2,7,18,1,1,5,51,5,2,2,0,0,5,14,2,2,1,0,1,1,2,4,1,3,2,0,8,2,1,5,1,0,1,0,244,23,7,2,8,0,0,4028.13,50.620129,3.054416
113,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,0,0,6,0,0,2,2,2,0,0,0,6,5,0,0,1,13,1,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,5,0,0,0,0,1,3315.78,50.64954,3.087455
114,1,1,0,0,1,0,10,1,0,1,1,1,4,0,7,15,0,4,0,3,10,14,7,0,23,0,1,14,5,7,2,4,0,0,1,2,2,2,6,82,43,0,0,37,0,1,4,160,0,23,2,0,1,152,9,8,10,11,0,0,3,26,0,2,0,1,3,6,134,0,6,0,3,0,0,14,29,1,0,7,5,5,28,3,7,0,0,4,3,152,20,0,2,3,0,2,5604.99,50.644115,3.056441
115,1,0,0,1,0,3,1,3,2,3,3,2,4,3,0,14,0,5,0,1,0,0,2,0,17,1,0,3,2,8,0,7,0,1,8,2,2,5,13,32,21,0,0,39,1,3,3,59,0,14,14,1,4,7,6,0,7,15,1,2,2,52,5,3,1,0,0,5,2,2,0,1,0,1,0,0,1,0,0,1,0,2,1,0,2,1,0,0,0,283,21,1,1,6,0,0,5085.72,50.624118,3.071052
116,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,9,0,3,1,0,0,0,1,0,9,2,0,1,0,7,0,2,0,3,1,2,2,3,0,1,13,0,0,13,0,0,0,6,0,1,5,0,1,0,0,0,3,9,0,0,1,28,3,3,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,96,6,1,0,0,0,1,2921.63,50.623029,3.099202
117,0,0,1,0,0,0,2,2,0,0,2,1,0,0,0,6,0,2,2,0,0,0,3,1,5,2,0,1,0,6,0,5,0,4,3,0,2,5,7,3,10,0,0,8,0,0,1,19,0,3,1,2,0,2,1,2,3,24,0,0,4,34,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,108,9,2,0,4,0,1,2977.42,50.622874,3.032797
118,0,1,0,1,0,0,11,1,0,2,4,2,2,5,8,22,0,11,2,3,1,8,7,3,38,1,2,10,5,16,3,19,2,5,0,3,2,5,30,117,48,0,1,85,0,5,8,139,1,27,3,1,5,20,5,3,5,15,1,1,7,48,6,6,0,0,1,9,21,1,1,0,0,0,1,2,5,0,5,4,0,9,3,2,5,0,0,1,0,314,34,10,7,6,0,0,3280.99,50.630215,3.048631
119,0,1,0,1,0,0,11,1,0,4,6,2,2,6,8,23,0,11,2,4,1,8,7,3,43,2,2,10,5,18,3,23,3,4,2,4,1,3,30,118,50,0,1,102,0,5,8,143,0,27,3,1,6,18,5,4,4,11,1,1,7,56,5,7,1,0,1,12,23,1,1,0,0,1,1,3,5,0,5,5,0,10,3,2,6,1,0,1,0,355,34,12,7,6,0,0,5167.07,50.628154,3.050902
120,1,0,0,1,0,0,0,3,2,2,3,0,3,2,0,8,0,5,1,1,0,0,0,1,9,1,0,0,2,6,0,4,1,1,2,3,3,5,6,20,17,0,0,31,1,3,2,28,0,7,3,1,2,1,3,0,10,16,1,0,2,44,5,0,2,0,0,2,0,2,0,1,0,1,0,0,1,0,0,1,0,2,2,0,0,1,0,0,0,197,14,2,0,5,0,0,2903.27,50.618624,3.070629
121,0,0,0,1,0,0,4,2,0,1,2,2,2,4,4,16,0,10,1,3,1,5,3,3,11,1,2,6,3,10,3,9,1,5,1,2,1,5,22,38,17,0,0,37,0,0,2,50,1,16,5,1,3,8,2,3,7,13,0,1,4,37,3,6,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,0,8,1,1,1,0,0,1,0,206,18,2,3,4,0,1,4939.3,50.630686,3.038724
122,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,1,0,0,1,0,1,0,8,0,0,1,0,4,0,2,1,4,1,4,2,2,1,4,2,0,0,6,0,0,0,8,0,2,5,0,1,0,0,1,3,9,1,0,1,22,3,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,0,18,0,0,0,4,0,3,3808.97,50.645674,2.993567
123,1,2,0,0,1,0,27,1,3,1,2,2,4,6,12,30,0,4,0,3,12,18,11,1,68,0,1,30,8,17,2,24,1,2,3,6,2,1,27,167,83,0,1,131,2,7,12,304,1,42,6,0,5,215,36,8,7,5,0,0,6,53,3,5,0,1,4,25,201,1,11,0,3,0,0,19,36,1,5,8,8,15,45,5,19,1,0,5,3,333,38,9,9,2,0,2,3848.3,50.63733,3.056847
124,0,1,0,1,0,0,0,3,0,0,3,4,1,2,0,10,0,6,0,0,0,0,1,0,11,2,2,0,0,9,0,4,0,3,2,3,1,3,1,10,11,0,0,12,0,0,3,17,0,0,2,0,0,0,1,2,5,4,1,1,0,21,3,3,2,0,1,0,4,2,0,0,0,0,0,1,1,0,0,1,1,8,0,0,0,0,0,0,0,153,9,2,0,0,0,2,5675.82,50.633878,3.095379
125,0,1,0,0,0,0,29,1,3,2,2,2,1,7,12,33,0,4,0,3,12,20,13,1,71,0,1,32,7,18,2,27,1,2,3,7,3,4,35,174,84,0,1,142,2,7,13,293,1,40,12,0,6,202,34,6,7,5,0,1,6,40,3,4,0,1,4,26,206,1,12,0,3,0,0,20,37,1,5,9,8,15,45,5,18,1,0,5,3,343,35,11,12,3,0,2,5973.6,50.635669,3.056075
126,0,0,0,1,0,0,0,5,0,0,3,4,1,3,0,13,0,6,1,0,0,0,1,0,13,3,1,0,0,11,0,5,0,3,2,2,3,5,0,9,17,0,0,15,0,0,2,17,0,1,6,0,1,0,0,1,7,8,0,1,1,35,4,6,1,0,1,0,4,3,0,0,0,0,0,1,1,0,0,0,1,10,0,0,0,0,0,0,0,160,9,1,0,0,0,2,2701.35,50.627738,3.097146
127,0,0,0,0,0,0,3,1,0,0,2,0,0,1,1,5,0,4,0,0,0,2,0,2,10,0,0,4,0,6,1,4,0,0,0,0,3,6,2,4,7,0,0,12,0,0,0,21,0,1,2,0,0,0,0,3,6,16,0,1,1,28,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,98,6,0,0,4,0,1,3902.03,50.634792,3.010328
