,id_parcelle,code_type_local,lon,lat,adresse_complete,prix_m2
657,593503550C0411,1.0,3.01555,50.639145,88 RUE HENRI GHESQUIERE LOMME 59160,3518.25
658,593503550C0401,2.0,3.01501,50.63968,47 AV DE LA REPUBLIQUE LOMME 59160,1915.04
659,593503550C0400,1.0,3.014902,50.639636,49 AV DE LA REPUBLIQUE LOMME 59160,1874.26
660,593503550C0393,1.0,3.014347,50.640452,120 RUE HENRI GHESQUIERE LOMME 59160,1970.41
661,593503550C0387,1.0,3.0141,50.640721,132 RUE HENRI GHESQUIERE LOMME 59160,3424.43
662,593503550C0382,1.0,3.013959,50.640883,142 RUE HENRI GHESQUIERE LOMME 59160,3271.33
663,593503550C0370,1.0,3.014491,50.640712,187 RUE JEAN JAURES LOMME 59160,3923.06
664,593503550C0367,1.0,3.014553,50.640617,181 RUE JEAN JAURES LOMME 59160,2743.06
665,593503550C0359,1.0,3.014808,50.640375,167 RUE JEAN JAURES LOMME 59160,2455.32
666,593503550C0356,1.0,3.01487,50.640285,161 RUE JEAN JAURES LOMME 59160,2818.58
667,593503550C0350,1.0,3.015422,50.639707,153 RUE JEAN JAURES LOMME 59160,2909.09
668,593503550C0349,1.0,3.01551,50.639681,151 RUE JEAN JAURES LOMME 59160,3692.75
669,593503550C0345,1.0,3.01553,50.639536,143 RUE JEAN JAURES LOMME 59160,2833.6
670,593503550C0342,1.0,3.015653,50.639452,137 RUE JEAN JAURES LOMME 59160,1603.55
671,593503550C0341,2.0,3.015682,50.639382,133 RUE JEAN JAURES LOMME 59160,4213.95
672,593503550C0339,1.0,3.015789,50.639292,129 RUE JEAN JAURES LOMME 59160,2850.52
673,593503550C0338,1.0,3.015819,50.639259,127 RUE JEAN JAURES LOMME 59160,2313.35
674,593503550C0337,1.0,3.015816,50.639213,125 RUE JEAN JAURES LOMME 59160,2790.54
675,593503550C0331,1.0,3.016529,50.639444,25 RUE NEUVE LOMME 59160,2925.62
676,593503550C0330,1.0,3.016519,50.639554,23 RUE NEUVE LOMME 59160,5218.76
677,593503550C0329,1.0,3.016406,50.639369,118 RUE JEAN JAURES LOMME 59160,1574.27
678,593503550C0325,1.0,3.016289,50.63954,126 RUE JEAN JAURES LOMME 59160,4487.69
679,593503550C0324,1.0,3.016223,50.639589,128 RUE JEAN JAURES LOMME 59160,2189.23
680,593503550C0319,2.0,3.017293,50.639776,19 RUE NEUVE LOMME 59160,4946.56
681,593503550C0282,1.0,3.017247,50.640437,6 RUE FRANKLIN LOMME 59160,2066.4
682,593503550C0274,1.0,3.016847,50.640299,14 RUE FRANKLIN LOMME 59160,2266.72
683,593503550C0236,1.0,3.016182,50.640613,32 AV DE LA REPUBLIQUE LOMME 59160,4194.62
684,593503550C0233,1.0,3.015954,50.640572,38 AV DE LA REPUBLIQUE LOMME 59160,4412.12
685,593503550C0232,1.0,3.015964,50.640462,40 AV DE LA REPUBLIQUE LOMME 59160,3552.52
686,593503550C0229,1.0,3.015732,50.64048,46 AV DE LA REPUBLIQUE LOMME 59160,3181.65
687,593503550C0218,1.0,3.015445,50.640614,150 RUE JEAN JAURES LOMME 59160,4123.67
688,593503550C0209,1.0,3.014998,50.640936,168 RUE JEAN JAURES LOMME 59160,2416.13
689,593503550C0205,1.0,3.014792,50.641141,176 RUE JEAN JAURES LOMME 59160,3327.05
690,593503550C0202,1.0,3.014657,50.641221,182 RUE JEAN JAURES LOMME 59160,3753.99
691,593503550C0193,1.0,3.014419,50.641469,3 PL DE MONT A CAMP LOMME 59160,4924.4
692,593503550C0192,1.0,3.014433,50.641523,1 PL DE MONT A CAMP LOMME 59160,1708.35
693,593503550C0179,1.0,3.016775,50.64097,9 RUE DU COEUR JOYEUX 59160,2372.3
694,593503550C0177,1.0,3.016885,50.640931,5 RUE DU COEUR JOYEUX 59160,3446.91
695,593503550C0175,1.0,3.017542,50.641103,16 RUE DU COEUR JOYEUX 59160,2583.46
696,593503550C0173,1.0,3.017627,50.64107,12 RUE DU COEUR JOYEUX 59160,3178.96
697,593503550C0160,1.0,3.01789,50.641345,367 AV DE DUNKERQUE LOMME 59160,4871.78
698,593503550C0159,1.0,3.017789,50.641344,AV DE DUNKERQUE LOMME 59160,1772.65
699,593503550C0126,2.0,3.017069,50.641856,389 AV DE DUNKERQUE LOMME 59160,2745.97
700,593503550C0123,1.0,3.016564,50.642238,401 AV DE DUNKERQUE LOMME 59160,3602.03
701,593503550C0118,1.0,3.016276,50.64223,5 AV DE MONT A CAMP LOMME 59160,5120.45
702,593503550C0115,1.0,3.016049,50.642124,13 AV DE MONT A CAMP LOMME 59160,2561.4
703,593503550C0109,1.0,3.015933,50.641532,28 RUE DU COEUR JOYEUX 59160,2015.46
704,593503550C0108,1.0,3.015874,50.64153,30 RUE DU COEUR JOYEUX 59160,3095.73
705,593503550C0105,1.0,3.015567,50.64166,38 RUE DU COEUR JOYEUX 59160,4919.36
706,593503550C0103,2.0,3.015514,50.641911,27 AV DE MONT A CAMP LOMME 59160,3160.67
707,593503550C0102,2.0,3.015424,50.641903,29 AV DE MONT A CAMP LOMME 59160,3295.69
708,593503550C0075,1.0,3.01527,50.642284,18 AV DE MONT A CAMP LOMME 59160,3944.26
709,593503550C0070,2.0,3.01562,50.642392,8 AV DE MONT A CAMP LOMME 59160,8069.12
710,593503550C0065,1.0,3.016233,50.642553,409 AV DE DUNKERQUE LOMME 59160,5499.9
711,593503550C0062,1.0,3.015934,50.64266,9002 AV DE MONT A CAMP LOMME 59160,4025.45
712,593503550C0052,1.0,3.015021,50.643433,433 AV DE DUNKERQUE LOMME 59160,2091.94
713,593503550C0050,2.0,3.013774,50.644018,435 AV DE DUNKERQUE LOMME 59160,3971.46
714,593503550C0047,2.0,3.013329,50.644385,443 AV DE DUNKERQUE LOMME 59160,6664.26
715,593503550C0039,1.0,3.012261,50.643278,230 RUE JEAN JAURES LOMME 59160,2044.8
716,593503550C0036,1.0,3.012376,50.643188,224 RUE JEAN JAURES LOMME 59160,3122.06
717,593503550B7538,1.0,2.995764,50.641583,139 RUE ANNE DELAVAUX 59160,1994.36
718,593503550B7508,2.0,2.988903,50.644516,74 AV ROGER SALENGRO LOMME 59160,3617.76
719,593503550B7414,2.0,2.996367,50.644655,39 RUE JULES GUESDE LOMME 59160,4589.3
720,593503550B7388,2.0,2.997991,50.645202,RUE GISELE CASADESUS 59160,3693.47
721,593503550B7374,2.0,2.997988,50.644843,39 RUE JULES GUESDE LOMME 59160,3709.48
722,593503550B7356,2.0,2.998043,50.64426,37 RUE JULES GUESDE LOMME 59160,3797.85
723,593503550B7334,1.0,2.994497,50.639518,118 RUE ALBERT THOMAS LOMME 59160,2717.84
724,593503550B7333,1.0,2.994457,50.63948,118 RUE ALBERT THOMAS LOMME 59160,2121.0
725,593503550B7331,2.0,2.994362,50.639382,118 RUE ALBERT THOMAS LOMME 59160,4395.51
726,593503550B7301,1.0,2.986466,50.637356,7 RUE ROGEZ 59160,3185.78
727,593503550B7299,1.0,2.994598,50.639755,118 RUE ALBERT THOMAS LOMME 59160,2388.8
728,593503550B7296,1.0,2.978421,50.643791,9 RUE RONSARD 59160,3231.62
729,593503550B7286,1.0,2.9881,50.637949,41 RUE VICTOR ALLARD 59160,4688.61
730,593503550B7277,2.0,2.989939,50.634239,3 RUE GIRAUD 59160,10249.07
731,593503550B7263,1.0,2.992995,50.642824,2 RUE BOCQUILLON 59160,3112.03
732,593503550B7261,1.0,2.986176,50.639921,3 RUE JOSEPH WAMBROUCK 59160,4330.23
733,593503550B7230,1.0,2.987128,50.64521,9 CHE LESCROART 59160,2657.68
734,593503550B7226,1.0,2.994311,50.641354,36 AV DE LA DELIVRANCE 59160,3058.95
735,593503550B7217,1.0,2.98579,50.640972,32 RUE PIERRE FOSFER 59160,2700.04
736,593503550B7210,2.0,2.987018,50.645502,773 AV DE DUNKERQUE LOMME 59160,1331.2
737,593503550B7205,1.0,2.985157,50.641478,6 RUE ALBERIC MASCRET 59160,3347.85
738,593503550B7201,1.0,2.990006,50.637335,18 RUE VICTOR ALLARD 59160,2801.75
739,593503550B7157,1.0,2.984919,50.641258,1 RUE ALBERIC MASCRET 59160,3937.76
740,593503550B7131,1.0,2.985026,50.641617,41 RUE GOUBET 59160,5742.8
741,593503550B7031,2.0,2.994457,50.642465,96 RUE ANNE DELAVAUX 59160,2616.66
742,593503550B7019,1.0,2.99281,50.64269,2 RUE BOCQUILLON 59160,3912.97
743,593503550B6997,2.0,2.990245,50.634564,1 RUE GIRAUD 59160,2815.48
744,593503550B6949,1.0,2.994145,50.641758,1 RUE ALBERT DEBERDT 59160,3638.87
745,593503550B6910,1.0,2.986747,50.637663,25 RUE HECTOR LEMAIRE 59160,3655.74
746,593503550B6880,1.0,2.985578,50.637638,10 AV JEAN-MARIE FOSSIER LOMME 59160,4047.28
747,593503550B6864,1.0,3.00565,50.646688,501 AV DE DUNKERQUE LOMME 59160,3898.73
748,593503550B6860,1.0,3.005929,50.646681,499 AV DE DUNKERQUE LOMME 59160,2943.04
749,593503550B6832,1.0,2.98932,50.640459,10 RUE JULES DUPRE 59160,3765.59
750,593503550B6776,1.0,2.989541,50.640921,30 RUE RENE BODELE 59160,2681.26
751,593503550B6741,1.0,2.99072,50.638349,27 AV ROGER SALENGRO LOMME 59160,2171.24
752,593503550B6690,1.0,3.007333,50.646095,1 RUE DESTOMBES 59160,3627.24
753,593503550B6674,1.0,2.989412,50.640401,8 RUE JULES DUPRE 59160,5907.89
754,593503550B6654,1.0,2.985952,50.640023,5 RUE JOSEPH WAMBROUCK 59160,4678.48
755,593503550B6652,1.0,2.986825,50.640042,17 RUE VICTOR MARTEL 59160,2257.4
756,593503550B6648,1.0,3.001708,50.645399,57 RUE ALBERT THOMAS LOMME 59160,4523.08
757,593503550B6641,1.0,2.980702,50.644206,1 RUE FENELON LOMME 59160,3256.83
758,593503550B6623,1.0,2.978588,50.64301,34 RUE RONSARD 59160,4555.32
759,593503550B6621,1.0,2.978803,50.642809,38 RUE RONSARD 59160,3550.02
760,593503550B6615,1.0,2.979049,50.642196,52 RUE RONSARD 59160,3493.06
761,593503550B6610,1.0,2.979521,50.641695,64 RUE RONSARD 59160,2990.85
762,593503550B6609,1.0,2.979548,50.642274,13 RUE DU BELLAY 59160,2206.73
763,593503550B6605,1.0,2.9799,50.643194,2 RUE RACINE LOMME 59160,4528.4
764,593503550B6604,1.0,2.98082,50.642612,14 RUE RACINE LOMME 59160,3170.17
765,593503550B6505,1.0,2.987178,50.639204,5 RUE VICTOR MARTEL 59160,3131.56
766,593503550B6389,1.0,2.987347,50.637706,40 RUE HECTOR LEMAIRE 59160,2644.16
767,593503550B6375,1.0,2.986306,50.6418,5 RUE ROGER MARCON 59160,4018.32
768,593503550B6318,1.0,2.984344,50.637493,2 RUE JULES MOUSSERON 59160,3255.3
769,593503550B6317,1.0,2.984422,50.637569,35 RUE MARCEL BAVYE 59160,3906.76
770,593503550B6299,1.0,2.98202,50.643083,31 RUE RABELAIS LOMME 59160,4368.7
771,593503550B6293,1.0,2.982352,50.64259,43 RUE RABELAIS LOMME 59160,4064.79
772,593503550B6257,1.0,2.983281,50.641911,2 RUE DES TULIPIERS 59160,3464.76
773,593503550B6248,1.0,2.982834,50.641905,47 RUE RABELAIS LOMME 59160,3748.99
774,593503550B6138,1.0,2.983914,50.64135,8 RUE DES TULIPIERS 59160,3149.03
775,593503550B6103,1.0,3.003735,50.645805,16 RUE LOUISE MICHEL LOMME 59160,1840.32
776,593503550B6093,1.0,3.002838,50.645338,23 RUE DANIEL MAYER 59160,2974.94
777,593503550B6085,1.0,3.003834,50.645461,7 RUE DANIEL MAYER 59160,3456.16
778,593503550B6076,1.0,3.003578,50.646171,5 RUE LOUISE MICHEL LOMME 59160,3264.99
779,593503550B6060,1.0,2.986452,50.643147,6 RUE SAINT SIMON LOMME 59160,4164.29
780,593503550B6059,1.0,2.986477,50.642957,4 RUE SAINT SIMON LOMME 59160,4229.88
781,593503550B5964,1.0,2.976876,50.64243,21 RUE DE LA PLEIADE 59160,3495.64
782,593503550B5942,1.0,2.978029,50.641967,7 RUE DE LA PLEIADE 59160,4148.81
783,593503550B5909,1.0,2.993356,50.64141,37 AV DE LA DELIVRANCE 59160,4771.78
784,593503550B5858,2.0,2.977503,50.643189,5 RUE CLEMENT MAROT 59160,2633.31
785,593503550B5849,1.0,2.975513,50.643405,1 RUE LOUISE LABE 59160,3247.0
786,593503550B5842,1.0,2.992312,50.643154,12 RUE JULES GOURY 59160,2377.9
787,593503550B5840,1.0,2.995166,50.644652,20 RUE DE VERDUN LOMME 59160,2270.39
788,593503550B5832,1.0,2.996119,50.645072,42 RUE DE VERDUN LOMME 59160,1642.79
789,593503550B5828,1.0,2.994714,50.64442,12 RUE DE VERDUN LOMME 59160,2709.7
790,593503550B5810,1.0,2.982587,50.641069,4 PL JEAN DAURAT 59160,3923.67
791,593503550B5809,1.0,2.982625,50.640945,6 PL JEAN DAURAT 59160,4887.22
792,593503550B5784,1.0,2.981735,50.641344,45 RUE FRANCOIS VILLON 59160,3616.05
793,593503550B5777,1.0,2.981531,50.64071,31 RUE FRANCOIS VILLON 59160,3515.19
794,593503550B5774,1.0,2.982028,50.64047,25 RUE FRANCOIS VILLON 59160,3312.73
795,593503550B5744,2.0,2.978271,50.643287,1 RUE CLEMENT MAROT 59160,4174.46
796,593503550B5734,1.0,2.975368,50.643111,4 RUE LOUISE LABE 59160,3609.14
797,593503550B5709,1.0,2.980725,50.640287,4 RUE LA BRUYERE LOMME 59160,2637.8
798,593503550B5697,1.0,2.995706,50.644918,34 RUE DE VERDUN LOMME 59160,3946.06
799,593503550B5661,2.0,2.973667,50.644025,9001 RES LA HOUBLONNIERE 59160,2399.12
800,593503550B5656,2.0,2.984394,50.644688,833 AV DE DUNKERQUE LOMME 59160,2682.89
801,593503550B5655,2.0,3.004529,50.646515,519 AV DE DUNKERQUE LOMME 59160,3200.0
802,593503550B5560,1.0,2.983223,50.64299,6 RUE ALFRED DE MUSSET LOMME 59160,3280.75
803,593503550B5476,1.0,2.984235,50.638635,6 RUE OMER LAMMELEIN 59160,3069.52
804,593503550B5472,1.0,2.986504,50.638836,11 RUE JULES LAISNE 59160,3507.65
805,593503550B5345,2.0,2.987152,50.645563,771 AV DE DUNKERQUE LOMME 59160,2448.11
806,593503550B5334,1.0,2.981735,50.641828,51 RUE MARCEL HENAUX LOMME 59160,4408.8
807,593503550B5241,1.0,2.993875,50.64297,84 RUE ANNE DELAVAUX 59160,2155.96
808,593503550B5223,1.0,2.984769,50.63837,79 RUE BOILEAU 59160,3438.26
809,593503550B5198,1.0,2.983839,50.638019,68 RUE BOILEAU 59160,4119.17
810,593503550B5189,1.0,2.982726,50.638622,50 RUE BOILEAU 59160,4622.18
811,593503550B5159,1.0,2.981248,50.644113,10 RUE FENELON LOMME 59160,3939.54
812,593503550B5146,1.0,2.985171,50.638448,5 RUE JEANNE LAVALLARD 59160,4401.29
813,593503550B5120,1.0,2.992615,50.644871,36 RUE ANNE DELAVAUX 59160,2624.26
814,593503550B5109,1.0,2.998761,50.645452,33 RUE JULES GUESDE LOMME 59160,3719.65
815,593503550B5107,2.0,2.998493,50.645481,35 RUE JULES GUESDE LOMME 59160,4085.16
816,593503550B5089,1.0,2.982896,50.639008,127 RUE PIERRE HACHIN LOMME 59160,3200.53
817,593503550B4947,1.0,2.98633,50.636447,28 RUE JULES MOUSSERON 59160,3890.11
818,593503550B4927,1.0,2.986933,50.644915,4 CHE LESCROART 59160,2514.05
819,593503550B4839,2.0,2.988189,50.644421,87 AV ROGER SALENGRO LOMME 59160,3440.19
820,593503550B4799,1.0,2.986856,50.644319,26 RUE MATTEOTTI LOMME 59160,2877.81
821,593503550B4722,2.0,2.988981,50.644134,10 RUE ELIE PETITPREZ 59160,2559.52
822,593503550B4716,1.0,2.9746,50.640951,9 RUE DU CHEMIN ST MARTIN LOMME 59160,2814.93
823,593503550B4685,2.0,2.978466,50.643645,19 RUE RONSARD 59160,2391.04
824,593503550B4419,2.0,3.003774,50.64669,531 AV DE DUNKERQUE LOMME 59160,3084.38
825,593503550B4400,1.0,3.005282,50.64651,5 RUE LASSUS 59160,3262.9
826,593503550B4394,2.0,3.005432,50.64677,509 AV DE DUNKERQUE LOMME 59160,5260.34
827,593503550B4392,2.0,3.005216,50.646832,511 AV DE DUNKERQUE LOMME 59160,4230.63
828,593503550B4374,1.0,3.004708,50.646445,18 RUE LASSUS 59160,2262.42
829,593503550B4050,1.0,2.991505,50.637134,14 AV ROGER SALENGRO LOMME 59160,3243.34
830,593503550B4006,1.0,2.990812,50.637303,13 AV ROGER SALENGRO LOMME 59160,3869.5
831,593503550B3969,1.0,2.992896,50.644344,1 RUE ELIE PETITPREZ 59160,2692.34
832,593503550B3904,1.0,2.994335,50.645393,1 RUE GEORGES CLEMENCEAU LOMME 59160,3086.13
833,593503550B3898,1.0,2.995079,50.645246,10 RUE BIR HAKEIM 59160,3913.43
834,593503550B3896,1.0,2.995182,50.645239,12 RUE BIR HAKEIM 59160,3329.59
835,593503550B3894,1.0,2.995345,50.645262,14 RUE BIR HAKEIM 59160,3990.6
836,593503550B3888,1.0,2.99557,50.645225,21 RUE DE VERDUN LOMME 59160,2360.52
837,593503550B3884,1.0,2.995245,50.645109,17 RUE DE VERDUN LOMME 59160,2708.79
838,593503550B3874,1.0,2.994141,50.644422,9 RUE DE VERDUN LOMME 59160,4151.11
839,593503550B3866,1.0,2.994228,50.644804,10 RUE GEORGES CLEMENCEAU LOMME 59160,3376.41
840,593503550B3864,1.0,2.994105,50.644959,8 RUE GEORGES CLEMENCEAU LOMME 59160,2700.59
841,593503550B3860,1.0,2.994062,50.645129,4 RUE GEORGES CLEMENCEAU LOMME 59160,2973.7
842,593503550B3856,1.0,2.993862,50.645287,8 RUE BIR HAKEIM 59160,2809.59
843,593503550B3848,1.0,2.993038,50.645341,15 RUE ANNE DELAVAUX 59160,2445.1
844,593503550B3756,2.0,2.975201,50.642354,27 RUE DE LA PLEIADE 59160,4862.67
845,593503550B3665,1.0,2.989926,50.640963,51 AV ROGER SALENGRO LOMME 59160,4353.19
846,593503550B3604,1.0,2.981601,50.642327,56 RUE MARCEL HENAUX LOMME 59160,3231.47
847,593503550B3561,1.0,2.981017,50.639981,5 RUE LA BRUYERE LOMME 59160,2498.16
848,593503550B3558,1.0,2.981429,50.639978,28 RUE BOILEAU 59160,3065.62
849,593503550B3550,1.0,2.981805,50.639746,38 RUE BOILEAU 59160,3050.4
850,593503550B3532,1.0,2.982709,50.639586,59 RUE BOILEAU 59160,3097.44
851,593503550B3530,1.0,2.982485,50.639735,55 RUE BOILEAU 59160,3303.88
852,593503550B3511,1.0,2.980851,50.640827,19 RUE BOILEAU 59160,3602.35
853,593503550B3494,1.0,2.980954,50.641605,6 RUE BOSSUET LOMME 59160,3402.33
854,593503550B3464,1.0,2.979688,50.64044,13 RUE MONTESQUIEU LOMME 59160,3987.25
855,593503550B3398,1.0,2.982098,50.639088,78 RUE PIERRE HACHIN LOMME 59160,4037.87
856,593503550B3303,1.0,3.007345,50.646575,479 AV DE DUNKERQUE LOMME 59160,1552.5
857,593503550B3302,1.0,3.007222,50.646442,2 RUE DESTOMBES 59160,1505.08
858,593503550B3301,1.0,3.007169,50.646419,4 RUE DESTOMBES 59160,2663.09
859,593503550B3299,1.0,3.007108,50.646357,8 RUE DESTOMBES 59160,3268.57
860,593503550B3292,1.0,3.00672,50.646127,26 RUE DESTOMBES 59160,2082.16
861,593503550B3256,1.0,2.995492,50.641972,121 RUE ANNE DELAVAUX 59160,5121.33
862,593503550B3160,1.0,2.979853,50.642111,45 RUE RONSARD 59160,3755.91
863,593503550B3140,1.0,2.979599,50.643044,11 RUE MONTAIGNE LOMME 59160,3634.77
864,593503550B3128,1.0,2.981048,50.642938,26 RUE RABELAIS LOMME 59160,3125.3
865,593503550B3123,1.0,2.981465,50.64257,36 RUE RABELAIS LOMME 59160,3783.85
866,593503550B3114,1.0,2.981039,50.642446,18 RUE RACINE LOMME 59160,3034.25
867,593503550B3113,1.0,2.981116,50.64237,20 RUE RACINE LOMME 59160,3498.29
868,593503550B3086,1.0,2.980117,50.643526,8 RUE MONTAIGNE LOMME 59160,3381.76
869,593503550B3085,1.0,2.979972,50.643501,10 RUE MONTAIGNE LOMME 59160,3738.56
870,593503550B3083,1.0,2.979711,50.643438,14 RUE MONTAIGNE LOMME 59160,4307.78
871,593503550B3082,1.0,2.979588,50.643414,16 RUE MONTAIGNE LOMME 59160,2961.19
872,593503550B2985,1.0,2.988076,50.64397,9 RUE MATTEOTTI LOMME 59160,2799.1
873,593503550B2977,1.0,2.987541,50.643829,25 RUE MATTEOTTI LOMME 59160,2250.89
874,593503550B2969,1.0,2.986877,50.643669,41 RUE MATTEOTTI LOMME 59160,2500.97
875,593503550B2964,1.0,2.986423,50.643527,51 RUE MATTEOTTI LOMME 59160,3406.25
876,593503550B2961,1.0,2.986257,50.643509,57 RUE MATTEOTTI LOMME 59160,2694.35
877,593503550B2959,1.0,2.98607,50.643463,61 RUE MATTEOTTI LOMME 59160,3058.5
878,593503550B2956,1.0,2.985426,50.643364,67 RUE MATTEOTTI LOMME 59160,2634.5
879,593503550B2934,1.0,2.987442,50.644289,16 RUE MATTEOTTI LOMME 59160,3567.89
880,593503550B2932,2.0,2.987617,50.644326,14 RUE MATTEOTTI LOMME 59160,6495.85
881,593503550B2924,1.0,2.993816,50.645919,75 RUE JULES GUESDE LOMME 59160,3958.87
882,593503550B2903,1.0,2.985847,50.645423,795 AV DE DUNKERQUE LOMME 59160,2448.86
883,593503550B2888,1.0,3.00233,50.645735,51 RUE ALBERT THOMAS LOMME 59160,4779.16
884,593503550B2881,1.0,2.990955,50.641711,26 PL EDMOND DOMPSIN 59160,2251.64
885,593503550B2845,2.0,2.988425,50.644953,94 AV ROGER SALENGRO LOMME 59160,8395.22
886,593503550B2830,2.0,2.989415,50.645501,3 RUE FERNAND GUILBERT 59160,3817.04
887,593503550B2826,1.0,2.988968,50.645431,2 RUE FERNAND GUILBERT 59160,3005.73
888,593503550B2731,1.0,2.992709,50.645714,5 RUE ANNE DELAVAUX 59160,3655.4
889,593503550B2698,1.0,3.001243,50.645525,52 RUE ALBERT THOMAS LOMME 59160,2398.8
890,593503550B2695,1.0,3.001018,50.64559,162 RUE JULES GUESDE LOMME 59160,3383.93
891,593503550B2694,1.0,3.000932,50.645608,164 RUE JULES GUESDE LOMME 59160,2535.62
892,593503550B2669,1.0,2.99871,50.645844,206 RUE JULES GUESDE LOMME 59160,2990.64
893,593503550B2667,1.0,2.998524,50.645857,210 RUE JULES GUESDE LOMME 59160,2259.65
894,593503550B2666,1.0,2.99844,50.64586,212 RUE JULES GUESDE LOMME 59160,2637.56
895,593503550B2616,1.0,2.978279,50.644176,3 RUE RONSARD 59160,4334.4
896,593503550B2602,1.0,3.000377,50.645639,176 RUE JULES GUESDE LOMME 59160,2790.1
897,593503550B2587,1.0,3.000961,50.645949,15 RUE PROSPER FRANCK 59160,2286.12
898,593503550B2586,1.0,3.001043,50.645961,13 RUE PROSPER FRANCK 59160,2099.91
899,593503550B2585,1.0,3.001161,50.645939,11 RUE PROSPER FRANCK 59160,2330.53
900,593503550B2584,1.0,3.001219,50.646017,9 RUE PROSPER FRANCK 59160,2418.65
901,593503550B2578,1.0,3.002421,50.646485,4 RUE PROSPER FRANCK 59160,3075.28
902,593503550B2566,1.0,3.001207,50.646385,28 RUE PROSPER FRANCK 59160,3031.44
903,593503550B2560,1.0,3.000654,50.646307,40 RUE PROSPER FRANCK 59160,2074.0
904,593503550B2554,1.0,3.000084,50.646236,52 RUE PROSPER FRANCK 59160,2888.58
905,593503550B2527,1.0,3.002078,50.645606,55 RUE ALBERT THOMAS LOMME 59160,4755.85
906,593503550B2525,1.0,2.994032,50.64386,45 RUE ANNE DELAVAUX 59160,3303.69
907,593503550B2516,1.0,2.973041,50.642381,34 RUE DES FUSILLES 59160,2922.76
908,593503550B2435,1.0,2.980486,50.644707,885 AV DE DUNKERQUE LOMME 59160,2460.0
909,593503550B2366,1.0,3.002256,50.646197,28 RUE ALBERT THOMAS LOMME 59160,3754.8
910,593503550B2233,1.0,2.993362,50.644821,27 RUE ANNE DELAVAUX 59160,2578.11
911,593503550B2230,1.0,2.993271,50.644961,23 RUE ANNE DELAVAUX 59160,2776.47
912,593503550B2220,1.0,2.992844,50.645649,9 RUE ANNE DELAVAUX 59160,3455.14
913,593503550B2178,1.0,2.995539,50.645543,41 RUE BIR HAKEIM 59160,3100.85
914,593503550B2176,1.0,2.995791,50.645606,45 RUE BIR HAKEIM 59160,2461.34
915,593503550B2174,1.0,2.996387,50.645695,47 RUE JULES GUESDE LOMME 59160,2142.56
916,593503550B2147,1.0,2.994706,50.644474,14 RUE DE VERDUN LOMME 59160,4056.66
917,593503550B2142,1.0,2.994718,50.644933,17 RUE GEORGES CLEMENCEAU LOMME 59160,3054.5
918,593503550B2141,1.0,2.994699,50.644996,15 RUE GEORGES CLEMENCEAU LOMME 59160,2745.87
919,593503550B2137,1.0,2.994537,50.645264,7 RUE GEORGES CLEMENCEAU LOMME 59160,2075.62
920,593503550B2132,1.0,2.994309,50.645659,21 RUE BIR HAKEIM 59160,3359.09
921,593503550B2131,1.0,2.994124,50.645688,19 RUE BIR HAKEIM 59160,2570.28
922,593503550B2128,1.0,2.993745,50.645675,13 RUE BIR HAKEIM 59160,3744.37
923,593503550B2126,1.0,2.993567,50.645674,9 RUE BIR HAKEIM 59160,3808.97
924,593503550B2123,1.0,2.993302,50.645653,3 RUE BIR HAKEIM 59160,3463.66
925,593503550B2122,1.0,2.993215,50.645667,1 RUE BIR HAKEIM 59160,2590.35
926,593503550B1862,1.0,3.002508,50.645986,45 RUE ALBERT THOMAS LOMME 59160,2102.62
927,593503550B1784,1.0,3.006983,50.64661,485 AV DE DUNKERQUE LOMME 59160,2102.94
928,593503550B1750,1.0,3.005159,50.646847,513 AV DE DUNKERQUE LOMME 59160,3167.44
929,593503550B1749,1.0,3.005058,50.646846,515 AV DE DUNKERQUE LOMME 59160,2537.04
930,593503550B1737,1.0,3.004079,50.646924,533 AV DE DUNKERQUE LOMME 59160,2110.97
931,593503550B1736,2.0,3.003978,50.646899,535 AV DE DUNKERQUE LOMME 59160,7738.1
932,593503550B1733,1.0,3.003045,50.64632,31 RUE ALBERT THOMAS LOMME 59160,3877.91
933,593503550B1728,1.0,3.003226,50.646523,21 RUE ALBERT THOMAS LOMME 59160,2969.79
934,593503550B1725,1.0,3.003363,50.646666,15 RUE ALBERT THOMAS LOMME 59160,2666.7
935,593503550B1719,1.0,3.003607,50.646865,3 RUE ALBERT THOMAS LOMME 59160,2615.16
936,593503550B1715,1.0,3.003689,50.646969,543 AV DE DUNKERQUE LOMME 59160,2456.16
937,593503550B1714,2.0,3.003637,50.646992,1 RUE ALBERT THOMAS LOMME 59160,5460.57
938,593503550B1709,1.0,2.997415,50.646024,230 RUE JULES GUESDE LOMME 59160,3520.95
939,593503550B1699,1.0,2.997803,50.646313,647 AV DE DUNKERQUE LOMME 59160,5425.63
940,593503550B1696,1.0,2.997977,50.646349,641 AV DE DUNKERQUE LOMME 59160,2554.17
941,593503550B1692,1.0,2.998186,50.646395,633 AV DE DUNKERQUE LOMME 59160,3731.72
942,593503550B1689,1.0,2.998342,50.646436,627 AV DE DUNKERQUE LOMME 59160,3323.08
943,593503550B1688,1.0,2.998394,50.646445,625 AV DE DUNKERQUE LOMME 59160,3412.88
944,593503550B1668,1.0,3.003005,50.646963,557 AV DE DUNKERQUE LOMME 59160,2788.99
945,593503550B1666,1.0,3.003117,50.647001,553 AV DE DUNKERQUE LOMME 59160,7084.77
